State,Year,commodity,status,existing_total_production,bulk_total_production,difference,pct_difference
NORTH DAKOTA,1979,Cheese,added,,44952000.0,,
OHIO,1979,Cheese,added,,95147000.0,,
OREGON,1979,Cheese,added,,31887000.0,,
PENNSYLVANIA,1979,Cheese,added,,93908000.0,,
SOUTH DAKOTA,1979,Cheese,added,,70110000.0,,
TENNESSEE,1979,Cheese,added,,30492000.0,,
UTAH,1979,Cheese,added,,62828000.0,,
VERMONT,1979,Cheese,added,,71226000.0,,
VIRGINIA,1979,Cheese,added,,5497000.0,,
WASHINGTON,1979,Cheese,added,,46274000.0,,
WISCONSIN,1979,Cheese,added,,1400829000.0,,
HAWAII,1979,Coffee,removed,2190000.0,,,
ALASKA,1979,Milk,added,,13000000.0,,
ARIZONA,1979,Milk,added,,941000000.0,,
CONNECTICUT,1979,Milk,added,,606000000.0,,
DELAWARE,1979,Milk,added,,127000000.0,,
HAWAII,1979,Milk,added,,150000000.0,,
KANSAS,1979,Milk,changed,1230000000.0,1330000000.0,100000000.0,0.08130081300813008
KENTUCKY,1979,Milk,changed,2166000000.0,2220000000.0,54000000.0,0.024930747922437674
MAINE,1979,Milk,added,,641000000.0,,
MASSACHUSETTS,1979,Milk,added,,566000000.0,,
MONTANA,1979,Milk,added,,297000000.0,,
NEBRASKA,1979,Milk,changed,1250000000.0,1260000000.0,10000000.0,0.008
NEVADA,1979,Milk,added,,199000000.0,,
NEW HAMPSHIRE,1979,Milk,added,,341000000.0,,
NEW JERSEY,1979,Milk,added,,494000000.0,,
NEW MEXICO,1979,Milk,added,,507000000.0,,
RHODE ISLAND,1979,Milk,added,,50000000.0,,
SOUTH CAROLINA,1979,Milk,added,,524000000.0,,
SOUTH DAKOTA,1979,Milk,added,,1549000000.0,,
WEST VIRGINIA,1979,Milk,added,,350000000.0,,
WYOMING,1979,Milk,added,,119000000.0,,
ARKANSAS,1980,Cheese,added,,19960000.0,,
CALIFORNIA,1980,Cheese,added,,181463000.0,,
CONNECTICUT,1980,Cheese,added,,4323000.0,,
IDAHO,1980,Cheese,added,,109351000.0,,
ILLINOIS,1980,Cheese,added,,98500000.0,,
INDIANA,1980,Cheese,added,,46373000.0,,
IOWA,1980,Cheese,added,,204577000.0,,
KANSAS,1980,Cheese,added,,30605000.0,,
KENTUCKY,1980,Cheese,added,,59499000.0,,
MASSACHUSETTS,1980,Cheese,added,,5099000.0,,
MICHIGAN,1980,Cheese,added,,35343000.0,,
MINNESOTA,1980,Cheese,added,,512361000.0,,
MISSISSIPPI,1980,Cheese,added,,8788000.0,,
MISSOURI,1980,Cheese,added,,100796000.0,,
NEBRASKA,1980,Cheese,added,,70412000.0,,
NEW JERSEY,1980,Cheese,added,,28326000.0,,
NEW YORK,1980,Cheese,added,,319579000.0,,
NORTH DAKOTA,1980,Cheese,added,,48186000.0,,
OHIO,1980,Cheese,added,,95166000.0,,
OREGON,1980,Cheese,added,,34683000.0,,
PENNSYLVANIA,1980,Cheese,added,,101262000.0,,
SOUTH DAKOTA,1980,Cheese,added,,78836000.0,,
TENNESSEE,1980,Cheese,added,,32148000.0,,
UTAH,1980,Cheese,added,,71659000.0,,
VERMONT,1980,Cheese,added,,79836000.0,,
VIRGINIA,1980,Cheese,added,,6930000.0,,
WASHINGTON,1980,Cheese,added,,45147000.0,,
WISCONSIN,1980,Cheese,added,,1484251000.0,,
HAWAII,1980,Coffee,removed,1440000.0,,,
ALASKA,1980,Milk,added,,12500000.0,,
ARIZONA,1980,Milk,added,,1031000000.0,,
CONNECTICUT,1980,Milk,added,,612000000.0,,
DELAWARE,1980,Milk,added,,125000000.0,,
HAWAII,1980,Milk,added,,152000000.0,,
MAINE,1980,Milk,added,,665000000.0,,
MASSACHUSETTS,1980,Milk,added,,570000000.0,,
MONTANA,1980,Milk,added,,314000000.0,,
NEVADA,1980,Milk,added,,219000000.0,,
NEW HAMPSHIRE,1980,Milk,added,,347000000.0,,
NEW JERSEY,1980,Milk,added,,494000000.0,,
NEW MEXICO,1980,Milk,added,,602000000.0,,
RHODE ISLAND,1980,Milk,added,,47000000.0,,
SOUTH CAROLINA,1980,Milk,added,,541000000.0,,
SOUTH DAKOTA,1980,Milk,added,,1669000000.0,,
WEST VIRGINIA,1980,Milk,added,,350000000.0,,
WYOMING,1980,Milk,added,,132000000.0,,
ARKANSAS,1981,Cheese,added,,23189000.0,,
CALIFORNIA,1981,Cheese,added,,210595000.0,,
CONNECTICUT,1981,Cheese,added,,5523000.0,,
IDAHO,1981,Cheese,added,,122525000.0,,
ILLINOIS,1981,Cheese,added,,98788000.0,,
INDIANA,1981,Cheese,added,,53900000.0,,
IOWA,1981,Cheese,added,,213860000.0,,
KANSAS,1981,Cheese,added,,30431000.0,,
KENTUCKY,1981,Cheese,added,,50338000.0,,
MASSACHUSETTS,1981,Cheese,added,,8559000.0,,
MICHIGAN,1981,Cheese,added,,36395000.0,,
MINNESOTA,1981,Cheese,added,,558004000.0,,
MISSISSIPPI,1981,Cheese,added,,10342000.0,,
MISSOURI,1981,Cheese,added,,115939000.0,,
NEBRASKA,1981,Cheese,added,,69490000.0,,
NEW JERSEY,1981,Cheese,added,,61166000.0,,
NEW YORK,1981,Cheese,added,,330140000.0,,
NORTH DAKOTA,1981,Cheese,added,,51706000.0,,
OHIO,1981,Cheese,added,,96500000.0,,
OREGON,1981,Cheese,added,,38069000.0,,
PENNSYLVANIA,1981,Cheese,added,,113160000.0,,
SOUTH DAKOTA,1981,Cheese,added,,85470000.0,,
TENNESSEE,1981,Cheese,added,,32988000.0,,
UTAH,1981,Cheese,added,,85877000.0,,
VIRGINIA,1981,Cheese,added,,7456000.0,,
WASHINGTON,1981,Cheese,added,,46456000.0,,
WISCONSIN,1981,Cheese,added,,1560171000.0,,
HAWAII,1981,Coffee,removed,2210000.0,,,
ALASKA,1981,Milk,added,,13400000.0,,
ARIZONA,1981,Milk,added,,1133000000.0,,
CONNECTICUT,1981,Milk,added,,624000000.0,,
DELAWARE,1981,Milk,added,,124000000.0,,
HAWAII,1981,Milk,added,,150000000.0,,
MAINE,1981,Milk,added,,698000000.0,,
MASSACHUSETTS,1981,Milk,added,,578000000.0,,
MONTANA,1981,Milk,added,,331000000.0,,
NEVADA,1981,Milk,added,,223000000.0,,
NEW HAMPSHIRE,1981,Milk,added,,346000000.0,,
NEW JERSEY,1981,Milk,added,,494000000.0,,
NEW MEXICO,1981,Milk,added,,671000000.0,,
RHODE ISLAND,1981,Milk,added,,46000000.0,,
SOUTH CAROLINA,1981,Milk,added,,552000000.0,,
SOUTH DAKOTA,1981,Milk,added,,1757000000.0,,
WEST VIRGINIA,1981,Milk,added,,350000000.0,,
WYOMING,1981,Milk,added,,136000000.0,,
ARKANSAS,1982,Cheese,added,,25834000.0,,
CALIFORNIA,1982,Cheese,added,,250261000.0,,
IDAHO,1982,Cheese,added,,135766000.0,,
ILLINOIS,1982,Cheese,added,,97295000.0,,
INDIANA,1982,Cheese,added,,63962000.0,,
IOWA,1982,Cheese,added,,206449000.0,,
KANSAS,1982,Cheese,added,,33829000.0,,
KENTUCKY,1982,Cheese,added,,56888000.0,,
MASSACHUSETTS,1982,Cheese,added,,9110000.0,,
MICHIGAN,1982,Cheese,added,,35774000.0,,
MINNESOTA,1982,Cheese,added,,567430000.0,,
MISSISSIPPI,1982,Cheese,added,,11098000.0,,
MISSOURI,1982,Cheese,added,,131452000.0,,
NEBRASKA,1982,Cheese,added,,76351000.0,,
NEW JERSEY,1982,Cheese,added,,66326000.0,,
NEW YORK,1982,Cheese,added,,357909000.0,,
NORTH DAKOTA,1982,Cheese,added,,49859000.0,,
OHIO,1982,Cheese,added,,94063000.0,,
OREGON,1982,Cheese,added,,34771000.0,,
PENNSYLVANIA,1982,Cheese,added,,127155000.0,,
SOUTH DAKOTA,1982,Cheese,added,,92083000.0,,
TENNESSEE,1982,Cheese,added,,34475000.0,,
UTAH,1982,Cheese,added,,93389000.0,,
VERMONT,1982,Cheese,added,,96913000.0,,
VIRGINIA,1982,Cheese,added,,5957000.0,,
WASHINGTON,1982,Cheese,added,,49706000.0,,
WISCONSIN,1982,Cheese,added,,1644529000.0,,
HAWAII,1982,Coffee,removed,990000.0,,,
ALABAMA,1982,Milk,changed,155000000.0,580000000.0,425000000.0,2.7419354838709675
ALASKA,1982,Milk,added,,13800000.0,,
ARIZONA,1982,Milk,added,,1202000000.0,,
ARKANSAS,1982,Milk,changed,202000000.0,828000000.0,626000000.0,3.099009900990099
CALIFORNIA,1982,Milk,changed,3492000000.0,14528000000.0,11036000000.0,3.1603665521191293
COLORADO,1982,Milk,changed,233000000.0,972000000.0,739000000.0,3.171673819742489
CONNECTICUT,1982,Milk,added,,644000000.0,,
DELAWARE,1982,Milk,added,,137000000.0,,
FLORIDA,1982,Milk,changed,589000000.0,2109000000.0,1520000000.0,2.5806451612903225
GEORGIA,1982,Milk,changed,381000000.0,1412000000.0,1031000000.0,2.706036745406824
HAWAII,1982,Milk,added,,144000000.0,,
IDAHO,1982,Milk,changed,523000000.0,2253000000.0,1730000000.0,3.3078393881453154
ILLINOIS,1982,Milk,changed,650000000.0,2657000000.0,2007000000.0,3.0876923076923077
INDIANA,1982,Milk,changed,553000000.0,2334000000.0,1781000000.0,3.220614828209765
IOWA,1982,Milk,changed,999000000.0,4004000000.0,3005000000.0,3.008008008008008
KANSAS,1982,Milk,changed,334000000.0,1356000000.0,1022000000.0,3.059880239520958
KENTUCKY,1982,Milk,changed,550000000.0,2364000000.0,1814000000.0,3.2981818181818183
LOUISIANA,1982,Milk,changed,265000000.0,975000000.0,710000000.0,2.6792452830188678
MAINE,1982,Milk,added,,727000000.0,,
MARYLAND,1982,Milk,changed,388000000.0,1581000000.0,1193000000.0,3.0747422680412373
MASSACHUSETTS,1982,Milk,added,,602000000.0,,
MICHIGAN,1982,Milk,changed,1265000000.0,5253000000.0,3988000000.0,3.1525691699604743
MINNESOTA,1982,Milk,changed,2676000000.0,10341000000.0,7665000000.0,2.8643497757847536
MISSISSIPPI,1982,Milk,changed,229000000.0,900000000.0,671000000.0,2.930131004366812
MISSOURI,1982,Milk,changed,683000000.0,2905000000.0,2222000000.0,3.253294289897511
MONTANA,1982,Milk,added,,341000000.0,,
NEBRASKA,1982,Milk,changed,314000000.0,1340000000.0,1026000000.0,3.267515923566879
NEVADA,1982,Milk,added,,225000000.0,,
NEW HAMPSHIRE,1982,Milk,added,,365000000.0,,
NEW JERSEY,1982,Milk,added,,492000000.0,,
NEW MEXICO,1982,Milk,added,,812000000.0,,
NEW YORK,1982,Milk,changed,2741000000.0,11097000000.0,8356000000.0,3.048522437066764
NORTH CAROLINA,1982,Milk,changed,425000000.0,1686000000.0,1261000000.0,2.967058823529412
NORTH DAKOTA,1982,Milk,changed,247000000.0,1020000000.0,773000000.0,3.1295546558704452
OHIO,1982,Milk,changed,1078000000.0,4550000000.0,3472000000.0,3.220779220779221
OKLAHOMA,1982,Milk,changed,288000000.0,1165000000.0,877000000.0,3.045138888888889
OREGON,1982,Milk,changed,296000000.0,1301000000.0,1005000000.0,3.39527027027027
PENNSYLVANIA,1982,Milk,changed,2266000000.0,9264000000.0,6998000000.0,3.088261253309797
RHODE ISLAND,1982,Milk,added,,46000000.0,,
SOUTH CAROLINA,1982,Milk,added,,567000000.0,,
SOUTH DAKOTA,1982,Milk,added,,1762000000.0,,
TENNESSEE,1982,Milk,changed,544000000.0,2326000000.0,1782000000.0,3.275735294117647
TEXAS,1982,Milk,changed,959000000.0,3780000000.0,2821000000.0,2.9416058394160585
UTAH,1982,Milk,changed,269000000.0,1162000000.0,893000000.0,3.319702602230483
VERMONT,1982,Milk,changed,573000000.0,2385000000.0,1812000000.0,3.162303664921466
VIRGINIA,1982,Milk,changed,507000000.0,2059000000.0,1552000000.0,3.0611439842209074
WASHINGTON,1982,Milk,changed,751000000.0,3222000000.0,2471000000.0,3.2902796271637818
WEST VIRGINIA,1982,Milk,added,,349000000.0,,
WISCONSIN,1982,Milk,changed,5639000000.0,23230000000.0,17591000000.0,3.1195247384287996
WYOMING,1982,Milk,added,,137000000.0,,
ARKANSAS,1983,Cheese,added,,29706000.0,,
CALIFORNIA,1983,Cheese,added,,282256000.0,,
IDAHO,1983,Cheese,added,,136402000.0,,
ILLINOIS,1983,Cheese,added,,103987000.0,,
INDIANA,1983,Cheese,added,,64630000.0,,
IOWA,1983,Cheese,added,,220497000.0,,
KANSAS,1983,Cheese,added,,37626000.0,,
KENTUCKY,1983,Cheese,added,,54977000.0,,
MASSACHUSETTS,1983,Cheese,added,,12643000.0,,
MICHIGAN,1983,Cheese,added,,37836000.0,,
MINNESOTA,1983,Cheese,added,,587544000.0,,
MISSISSIPPI,1983,Cheese,added,,13047000.0,,
MISSOURI,1983,Cheese,added,,138322000.0,,
NEBRASKA,1983,Cheese,added,,78908000.0,,
NEW JERSEY,1983,Cheese,added,,47803000.0,,
NEW YORK,1983,Cheese,added,,398271000.0,,
NORTH DAKOTA,1983,Cheese,added,,55553000.0,,
OHIO,1983,Cheese,added,,98230000.0,,
OREGON,1983,Cheese,added,,31195000.0,,
PENNSYLVANIA,1983,Cheese,added,,147463000.0,,
SOUTH DAKOTA,1983,Cheese,added,,116795000.0,,
TENNESSEE,1983,Cheese,added,,34163000.0,,
UTAH,1983,Cheese,added,,88359000.0,,
VERMONT,1983,Cheese,added,,94363000.0,,
VIRGINIA,1983,Cheese,added,,7224000.0,,
WASHINGTON,1983,Cheese,added,,60011000.0,,
WISCONSIN,1983,Cheese,added,,1728332000.0,,
HAWAII,1983,Coffee,removed,2800000.0,,,
ALASKA,1983,Milk,added,,13500000.0,,
ARIZONA,1983,Milk,added,,1237000000.0,,
CONNECTICUT,1983,Milk,added,,655000000.0,,
DELAWARE,1983,Milk,added,,137000000.0,,
HAWAII,1983,Milk,added,,149000000.0,,
MAINE,1983,Milk,added,,736000000.0,,
MASSACHUSETTS,1983,Milk,added,,613000000.0,,
MONTANA,1983,Milk,added,,355000000.0,,
NEVADA,1983,Milk,added,,227000000.0,,
NEW HAMPSHIRE,1983,Milk,added,,379000000.0,,
NEW JERSEY,1983,Milk,added,,500000000.0,,
NEW MEXICO,1983,Milk,added,,938000000.0,,
RHODE ISLAND,1983,Milk,added,,45000000.0,,
SOUTH CAROLINA,1983,Milk,added,,573000000.0,,
SOUTH DAKOTA,1983,Milk,added,,1771000000.0,,
WEST VIRGINIA,1983,Milk,added,,365000000.0,,
WYOMING,1983,Milk,added,,136000000.0,,
ARKANSAS,1984,Cheese,added,,20403000.0,,
CALIFORNIA,1984,Cheese,added,,304835000.0,,
CONNECTICUT,1984,Cheese,added,,4964000.0,,
IDAHO,1984,Cheese,added,,131861000.0,,
ILLINOIS,1984,Cheese,added,,100701000.0,,
INDIANA,1984,Cheese,added,,46102000.0,,
IOWA,1984,Cheese,added,,218501000.0,,
KANSAS,1984,Cheese,added,,30669000.0,,
KENTUCKY,1984,Cheese,added,,41464000.0,,
MICHIGAN,1984,Cheese,added,,40531000.0,,
MINNESOTA,1984,Cheese,added,,560858000.0,,
MISSISSIPPI,1984,Cheese,added,,10579000.0,,
MISSOURI,1984,Cheese,added,,133648000.0,,
NEBRASKA,1984,Cheese,added,,71462000.0,,
NEW JERSEY,1984,Cheese,added,,42063000.0,,
NEW YORK,1984,Cheese,added,,423486000.0,,
NORTH DAKOTA,1984,Cheese,added,,52418000.0,,
OHIO,1984,Cheese,added,,97432000.0,,
OREGON,1984,Cheese,added,,30241000.0,,
PENNSYLVANIA,1984,Cheese,added,,147441000.0,,
SOUTH DAKOTA,1984,Cheese,added,,125926000.0,,
TENNESSEE,1984,Cheese,added,,23825000.0,,
UTAH,1984,Cheese,added,,76666000.0,,
VERMONT,1984,Cheese,added,,92708000.0,,
VIRGINIA,1984,Cheese,added,,5302000.0,,
WASHINGTON,1984,Cheese,added,,47205000.0,,
WISCONSIN,1984,Cheese,added,,1698150000.0,,
HAWAII,1984,Coffee,removed,1750000.0,,,
ALASKA,1984,Milk,added,,13900000.0,,
ARIZONA,1984,Milk,added,,1222000000.0,,
CONNECTICUT,1984,Milk,added,,611000000.0,,
DELAWARE,1984,Milk,added,,131500000.0,,
HAWAII,1984,Milk,added,,148000000.0,,
MAINE,1984,Milk,added,,694000000.0,,
MASSACHUSETTS,1984,Milk,added,,573000000.0,,
MONTANA,1984,Milk,added,,341000000.0,,
NEVADA,1984,Milk,added,,235000000.0,,
NEW HAMPSHIRE,1984,Milk,added,,361000000.0,,
NEW JERSEY,1984,Milk,added,,474000000.0,,
NEW MEXICO,1984,Milk,added,,1006000000.0,,
RHODE ISLAND,1984,Milk,added,,44000000.0,,
SOUTH CAROLINA,1984,Milk,added,,541000000.0,,
SOUTH DAKOTA,1984,Milk,added,,1622000000.0,,
WEST VIRGINIA,1984,Milk,added,,369000000.0,,
WYOMING,1984,Milk,added,,132000000.0,,
ARKANSAS,1985,Cheese,added,,23166000.0,,
CALIFORNIA,1985,Cheese,added,,374228000.0,,
CONNECTICUT,1985,Cheese,added,,5213000.0,,
IDAHO,1985,Cheese,added,,140421000.0,,
ILLINOIS,1985,Cheese,added,,104877000.0,,
INDIANA,1985,Cheese,added,,45081000.0,,
IOWA,1985,Cheese,added,,233626000.0,,
KANSAS,1985,Cheese,added,,36446000.0,,
KENTUCKY,1985,Cheese,added,,52399000.0,,
MICHIGAN,1985,Cheese,added,,51387000.0,,
MINNESOTA,1985,Cheese,added,,595144000.0,,
MISSISSIPPI,1985,Cheese,added,,12570000.0,,
MISSOURI,1985,Cheese,added,,141386000.0,,
NEBRASKA,1985,Cheese,added,,81998000.0,,
NEW JERSEY,1985,Cheese,added,,43394000.0,,
NEW YORK,1985,Cheese,added,,449026000.0,,
NORTH DAKOTA,1985,Cheese,added,,53991000.0,,
OHIO,1985,Cheese,added,,106608000.0,,
OREGON,1985,Cheese,added,,31233000.0,,
PENNSYLVANIA,1985,Cheese,added,,221595000.0,,
SOUTH DAKOTA,1985,Cheese,added,,131777000.0,,
TENNESSEE,1985,Cheese,added,,20470000.0,,
UTAH,1985,Cheese,added,,71088000.0,,
VERMONT,1985,Cheese,added,,105175000.0,,
VIRGINIA,1985,Cheese,added,,6445000.0,,
WASHINGTON,1985,Cheese,added,,51851000.0,,
WISCONSIN,1985,Cheese,added,,1778265000.0,,
HAWAII,1985,Coffee,removed,1850000.0,,,
ALASKA,1985,Milk,added,,22200000.0,,
ARIZONA,1985,Milk,added,,1348000000.0,,
CONNECTICUT,1985,Milk,added,,620000000.0,,
DELAWARE,1985,Milk,added,,147100000.0,,
HAWAII,1985,Milk,added,,142000000.0,,
MAINE,1985,Milk,added,,673000000.0,,
MASSACHUSETTS,1985,Milk,added,,596000000.0,,
MONTANA,1985,Milk,added,,349000000.0,,
NEVADA,1985,Milk,added,,242000000.0,,
NEW HAMPSHIRE,1985,Milk,added,,364000000.0,,
NEW JERSEY,1985,Milk,added,,487000000.0,,
NEW MEXICO,1985,Milk,added,,1078000000.0,,
RHODE ISLAND,1985,Milk,added,,44000000.0,,
SOUTH CAROLINA,1985,Milk,added,,576000000.0,,
SOUTH DAKOTA,1985,Milk,added,,1744000000.0,,
WEST VIRGINIA,1985,Milk,added,,382000000.0,,
WYOMING,1985,Milk,added,,134000000.0,,
CALIFORNIA,1986,Cheese,added,,443370000.0,,
IDAHO,1986,Cheese,added,,132885000.0,,
ILLINOIS,1986,Cheese,added,,96485000.0,,
INDIANA,1986,Cheese,added,,41959000.0,,
IOWA,1986,Cheese,added,,231726000.0,,
KANSAS,1986,Cheese,added,,38917000.0,,
KENTUCKY,1986,Cheese,added,,52711000.0,,
MICHIGAN,1986,Cheese,added,,53566000.0,,
MINNESOTA,1986,Cheese,added,,566872000.0,,
MISSISSIPPI,1986,Cheese,added,,11522000.0,,
MISSOURI,1986,Cheese,added,,152581000.0,,
NEBRASKA,1986,Cheese,added,,92248000.0,,
NEW JERSEY,1986,Cheese,added,,43375000.0,,
NEW YORK,1986,Cheese,added,,484300000.0,,
NORTH DAKOTA,1986,Cheese,added,,48493000.0,,
OHIO,1986,Cheese,added,,107487000.0,,
OREGON,1986,Cheese,added,,26812000.0,,
PENNSYLVANIA,1986,Cheese,added,,227898000.0,,
SOUTH DAKOTA,1986,Cheese,added,,127259000.0,,
TENNESSEE,1986,Cheese,added,,17513000.0,,
UTAH,1986,Cheese,added,,68450000.0,,
VERMONT,1986,Cheese,added,,106587000.0,,
VIRGINIA,1986,Cheese,added,,5826000.0,,
WASHINGTON,1986,Cheese,added,,57175000.0,,
WISCONSIN,1986,Cheese,added,,1813542000.0,,
HAWAII,1986,Coffee,removed,3000000.0,,,
ALABAMA,1986,Milk,added,,529000000.0,,
ALASKA,1986,Milk,added,,31500000.0,,
ARIZONA,1986,Milk,added,,1368000000.0,,
ARKANSAS,1986,Milk,added,,755000000.0,,
COLORADO,1986,Milk,added,,1188000000.0,,
CONNECTICUT,1986,Milk,added,,600000000.0,,
DELAWARE,1986,Milk,added,,146000000.0,,
GEORGIA,1986,Milk,added,,1265000000.0,,
HAWAII,1986,Milk,added,,156000000.0,,
KANSAS,1986,Milk,added,,1301000000.0,,
LOUISIANA,1986,Milk,added,,887000000.0,,
MAINE,1986,Milk,added,,694000000.0,,
MASSACHUSETTS,1986,Milk,added,,559000000.0,,
MISSISSIPPI,1986,Milk,added,,841000000.0,,
MONTANA,1986,Milk,added,,338000000.0,,
NEBRASKA,1986,Milk,added,,1350000000.0,,
NEVADA,1986,Milk,added,,250000000.0,,
NEW HAMPSHIRE,1986,Milk,added,,373000000.0,,
NEW JERSEY,1986,Milk,added,,479000000.0,,
NEW MEXICO,1986,Milk,added,,1092000000.0,,
NORTH DAKOTA,1986,Milk,added,,1074000000.0,,
OKLAHOMA,1986,Milk,added,,1190000000.0,,
OREGON,1986,Milk,added,,1471000000.0,,
RHODE ISLAND,1986,Milk,added,,41000000.0,,
SOUTH CAROLINA,1986,Milk,added,,535000000.0,,
SOUTH DAKOTA,1986,Milk,added,,1685000000.0,,
UTAH,1986,Milk,added,,1157000000.0,,
WEST VIRGINIA,1986,Milk,added,,375000000.0,,
WYOMING,1986,Milk,added,,131000000.0,,
CALIFORNIA,1987,Cheese,added,,492852000.0,,
IDAHO,1987,Cheese,added,,140839000.0,,
ILLINOIS,1987,Cheese,added,,97779000.0,,
INDIANA,1987,Cheese,added,,35331000.0,,
IOWA,1987,Cheese,added,,245701000.0,,
KANSAS,1987,Cheese,added,,39881000.0,,
KENTUCKY,1987,Cheese,added,,44923000.0,,
MICHIGAN,1987,Cheese,added,,55075000.0,,
MINNESOTA,1987,Cheese,added,,580944000.0,,
MISSISSIPPI,1987,Cheese,added,,6500000.0,,
MISSOURI,1987,Cheese,added,,148261000.0,,
NEBRASKA,1987,Cheese,added,,94072000.0,,
NEW JERSEY,1987,Cheese,added,,44455000.0,,
NEW YORK,1987,Cheese,added,,500996000.0,,
NORTH DAKOTA,1987,Cheese,added,,44948000.0,,
OHIO,1987,Cheese,added,,97953000.0,,
OREGON,1987,Cheese,added,,30997000.0,,
PENNSYLVANIA,1987,Cheese,added,,223444000.0,,
SOUTH DAKOTA,1987,Cheese,added,,134082000.0,,
TENNESSEE,1987,Cheese,added,,16012000.0,,
UTAH,1987,Cheese,added,,58017000.0,,
VERMONT,1987,Cheese,added,,106444000.0,,
VIRGINIA,1987,Cheese,added,,3093000.0,,
WASHINGTON,1987,Cheese,added,,57879000.0,,
WISCONSIN,1987,Cheese,added,,1874492000.0,,
HAWAII,1987,Coffee,removed,1800000.0,,,
ALABAMA,1987,Milk,added,,502000000.0,,
ALASKA,1987,Milk,added,,34800000.0,,
ARIZONA,1987,Milk,added,,1432000000.0,,
ARKANSAS,1987,Milk,added,,748000000.0,,
COLORADO,1987,Milk,added,,1192000000.0,,
CONNECTICUT,1987,Milk,added,,567000000.0,,
DELAWARE,1987,Milk,added,,139000000.0,,
GEORGIA,1987,Milk,added,,1160000000.0,,
HAWAII,1987,Milk,added,,156000000.0,,
KANSAS,1987,Milk,added,,1261000000.0,,
LOUISIANA,1987,Milk,added,,881000000.0,,
MAINE,1987,Milk,added,,670000000.0,,
MASSACHUSETTS,1987,Milk,added,,506000000.0,,
MISSISSIPPI,1987,Milk,added,,786000000.0,,
MONTANA,1987,Milk,added,,339000000.0,,
NEBRASKA,1987,Milk,added,,1340000000.0,,
NEVADA,1987,Milk,added,,263000000.0,,
NEW HAMPSHIRE,1987,Milk,added,,323000000.0,,
NEW JERSEY,1987,Milk,added,,436000000.0,,
NEW MEXICO,1987,Milk,added,,979000000.0,,
NORTH DAKOTA,1987,Milk,added,,1087000000.0,,
OKLAHOMA,1987,Milk,added,,1170000000.0,,
OREGON,1987,Milk,added,,1471000000.0,,
RHODE ISLAND,1987,Milk,added,,40000000.0,,
SOUTH CAROLINA,1987,Milk,added,,487000000.0,,
SOUTH DAKOTA,1987,Milk,added,,1718000000.0,,
UTAH,1987,Milk,added,,1121000000.0,,
WEST VIRGINIA,1987,Milk,added,,349000000.0,,
WYOMING,1987,Milk,added,,120000000.0,,
CALIFORNIA,1988,Cheese,added,,540676000.0,,
IDAHO,1988,Cheese,added,,153053000.0,,
ILLINOIS,1988,Cheese,added,,108963000.0,,
INDIANA,1988,Cheese,added,,32188000.0,,
IOWA,1988,Cheese,added,,258943000.0,,
KANSAS,1988,Cheese,added,,47268000.0,,
KENTUCKY,1988,Cheese,added,,33336000.0,,
MICHIGAN,1988,Cheese,added,,69043000.0,,
MINNESOTA,1988,Cheese,added,,635025000.0,,
MISSISSIPPI,1988,Cheese,added,,9610000.0,,
MISSOURI,1988,Cheese,added,,181850000.0,,
NEBRASKA,1988,Cheese,added,,91524000.0,,
NEW JERSEY,1988,Cheese,added,,42821000.0,,
NEW YORK,1988,Cheese,added,,509372000.0,,
NORTH DAKOTA,1988,Cheese,added,,41754000.0,,
OHIO,1988,Cheese,added,,97426000.0,,
OREGON,1988,Cheese,added,,31324000.0,,
PENNSYLVANIA,1988,Cheese,added,,223161000.0,,
SOUTH DAKOTA,1988,Cheese,added,,134859000.0,,
TENNESSEE,1988,Cheese,added,,16474000.0,,
UTAH,1988,Cheese,added,,63563000.0,,
VERMONT,1988,Cheese,added,,113071000.0,,
WASHINGTON,1988,Cheese,added,,53732000.0,,
WISCONSIN,1988,Cheese,added,,1901379000.0,,
HAWAII,1988,Coffee,removed,2000000.0,,,
ALABAMA,1988,Milk,added,,524000000.0,,
ALASKA,1988,Milk,added,,30700000.0,,
ARIZONA,1988,Milk,added,,1500000000.0,,
ARKANSAS,1988,Milk,added,,789000000.0,,
COLORADO,1988,Milk,added,,1227000000.0,,
CONNECTICUT,1988,Milk,added,,541000000.0,,
DELAWARE,1988,Milk,added,,135000000.0,,
GEORGIA,1988,Milk,added,,1235000000.0,,
HAWAII,1988,Milk,added,,160000000.0,,
KANSAS,1988,Milk,added,,1269000000.0,,
LOUISIANA,1988,Milk,added,,930000000.0,,
MAINE,1988,Milk,added,,644000000.0,,
MASSACHUSETTS,1988,Milk,added,,461000000.0,,
MISSISSIPPI,1988,Milk,added,,794000000.0,,
MONTANA,1988,Milk,added,,352000000.0,,
NEBRASKA,1988,Milk,added,,1364000000.0,,
NEVADA,1988,Milk,added,,278000000.0,,
NEW HAMPSHIRE,1988,Milk,added,,304000000.0,,
NEW JERSEY,1988,Milk,added,,396000000.0,,
NEW MEXICO,1988,Milk,added,,1099000000.0,,
NORTH DAKOTA,1988,Milk,added,,1062000000.0,,
OKLAHOMA,1988,Milk,added,,1180000000.0,,
OREGON,1988,Milk,added,,1503000000.0,,
RHODE ISLAND,1988,Milk,added,,39000000.0,,
SOUTH CAROLINA,1988,Milk,added,,477000000.0,,
SOUTH DAKOTA,1988,Milk,added,,1747000000.0,,
