State,Year,commodity,total_production
ARIZONA,2006,Honey,1950000.0
ARKANSAS,2006,Honey,2432000.0
CALIFORNIA,2006,Honey,19760000.0
COLORADO,2006,Honey,2700000.0
FLORIDA,2006,Honey,13770000.0
GEORGIA,2006,Honey,4662000.0
HAWAII,2006,Honey,930000.0
IDAHO,2006,Honey,4180000.0
ILLINOIS,2006,Honey,660000.0
INDIANA,2006,Honey,378000.0
IOWA,2006,Honey,2184000.0
KANSAS,2006,Honey,770000.0
KENTUCKY,2006,Honey,280000.0
LOUISIANA,2006,Honey,2700000.0
MAINE,2006,Honey,253000.0
MICHIGAN,2006,Honey,3960000.0
MINNESOTA,2006,Honey,10000000.0
MISSISSIPPI,2006,Honey,1372000.0
MISSOURI,2006,Honey,690000.0
MONTANA,2006,Honey,10428000.0
NEBRASKA,2006,Honey,3431000.0
NEVADA,2006,Honey,333000.0
NEW JERSEY,2006,Honey,324000.0
NEW MEXICO,2006,Honey,336000.0
NEW YORK,2006,Honey,3712000.0
NORTH CAROLINA,2006,Honey,500000.0
NORTH DAKOTA,2006,Honey,25900000.0
OHIO,2006,Honey,784000.0
OREGON,2006,Honey,2208000.0
PENNSYLVANIA,2006,Honey,1120000.0
SOUTH DAKOTA,2006,Honey,10575000.0
TENNESSEE,2006,Honey,385000.0
TEXAS,2006,Honey,5740000.0
UTAH,2006,Honey,1300000.0
VERMONT,2006,Honey,336000.0
VIRGINIA,2006,Honey,336000.0
WASHINGTON,2006,Honey,2548000.0
WEST VIRGINIA,2006,Honey,252000.0
WISCONSIN,2006,Honey,5952000.0
WYOMING,2006,Honey,3315000.0
ALABAMA,2006,Milk,203000000.0
ALASKA,2006,Milk,10000000.0
ARIZONA,2006,Milk,3954000000.0
ARKANSAS,2006,Milk,258000000.0
CALIFORNIA,2006,Milk,38830000000.0
COLORADO,2006,Milk,2547000000.0
CONNECTICUT,2006,Milk,367000000.0
DELAWARE,2006,Milk,114000000.0
FLORIDA,2006,Milk,2171000000.0
GEORGIA,2006,Milk,1404000000.0
HAWAII,2006,Milk,57000000.0
IDAHO,2006,Milk,10905000000.0
ILLINOIS,2006,Milk,1983000000.0
INDIANA,2006,Milk,3277000000.0
IOWA,2006,Milk,4126000000.0
KANSAS,2006,Milk,2345000000.0
KENTUCKY,2006,Milk,1303000000.0
LOUISIANA,2006,Milk,396000000.0
MAINE,2006,Milk,574000000.0
MARYLAND,2006,Milk,1106000000.0
MASSACHUSETTS,2006,Milk,278000000.0
MICHIGAN,2006,Milk,7115000000.0
MINNESOTA,2006,Milk,8369000000.0
MISSISSIPPI,2006,Milk,344000000.0
MISSOURI,2006,Milk,1840000000.0
MONTANA,2006,Milk,354000000.0
NEBRASKA,2006,Milk,1118000000.0
NEVADA,2006,Milk,544000000.0
NEW HAMPSHIRE,2006,Milk,293000000.0
NEW JERSEY,2006,Milk,178000000.0
NEW MEXICO,2006,Milk,7605000000.0
NEW YORK,2006,Milk,12045000000.0
NORTH CAROLINA,2006,Milk,944000000.0
NORTH DAKOTA,2006,Milk,470000000.0
OHIO,2006,Milk,4860000000.0
OKLAHOMA,2006,Milk,1214000000.0
OREGON,2006,Milk,2242000000.0
PENNSYLVANIA,2006,Milk,10742000000.0
RHODE ISLAND,2006,Milk,19000000.0
SOUTH CAROLINA,2006,Milk,277000000.0
SOUTH DAKOTA,2006,Milk,1505000000.0
TENNESSEE,2006,Milk,1049000000.0
TEXAS,2006,Milk,7157000000.0
UTAH,2006,Milk,1747000000.0
VERMONT,2006,Milk,2592000000.0
VIRGINIA,2006,Milk,1771000000.0
WASHINGTON,2006,Milk,5464000000.0
WEST VIRGINIA,2006,Milk,200000000.0
WISCONSIN,2006,Milk,23398000000.0
WYOMING,2006,Milk,118000000.0
CALIFORNIA,2006,Yogurt,543345000.0
IOWA,2006,Yogurt,25520000.0
NEW YORK,2006,Yogurt,236987000.0
TENNESSEE,2006,Yogurt,155331000.0
UTAH,2006,Yogurt,163713000.0
WISCONSIN,2006,Yogurt,144534000.0
CALIFORNIA,2007,Cheese,2287248000.0
IDAHO,2007,Cheese,789085000.0
ILLINOIS,2007,Cheese,76764000.0
IOWA,2007,Cheese,147241000.0
MINNESOTA,2007,Cheese,610339000.0
NEW MEXICO,2007,Cheese,602324000.0
NEW YORK,2007,Cheese,738046000.0
OHIO,2007,Cheese,194466000.0
PENNSYLVANIA,2007,Cheese,393877000.0
SOUTH DAKOTA,2007,Cheese,209249000.0
UTAH,2007,Cheese,104114000.0
VERMONT,2007,Cheese,155562000.0
WISCONSIN,2007,Cheese,2462043000.0
ALABAMA,2007,Honey,616000.0
ALASKA,2007,Honey,12968.0
ARIZONA,2007,Honey,1920000.0
ARKANSAS,2007,Honey,2240000.0
CALIFORNIA,2007,Honey,13600000.0
COLORADO,2007,Honey,1581000.0
CONNECTICUT,2007,Honey,143092.0
DELAWARE,2007,Honey,5414.0
FLORIDA,2007,Honey,10657946.0
GEORGIA,2007,Honey,3480000.0
HAWAII,2007,Honey,920000.0
IDAHO,2007,Honey,3772000.0
ILLINOIS,2007,Honey,480202.0
INDIANA,2007,Honey,420252.0
IOWA,2007,Honey,2106000.0
KANSAS,2007,Honey,409242.0
KENTUCKY,2007,Honey,244000.0
LOUISIANA,2007,Honey,2581000.0
MAINE,2007,Honey,279174.0
MARYLAND,2007,Honey,110721.0
MASSACHUSETTS,2007,Honey,436623.0
MICHIGAN,2007,Honey,4938440.0
MINNESOTA,2007,Honey,9357636.0
MISSISSIPPI,2007,Honey,1380000.0
MISSOURI,2007,Honey,644000.0
MONTANA,2007,Honey,9313462.0
NEBRASKA,2007,Honey,2118433.0
NEVADA,2007,Honey,157245.0
NEW HAMPSHIRE,2007,Honey,52899.0
NEW JERSEY,2007,Honey,474013.0
NEW MEXICO,2007,Honey,354000.0
NEW YORK,2007,Honey,3126202.0
NORTH CAROLINA,2007,Honey,565741.0
NORTH DAKOTA,2007,Honey,30825479.0
OHIO,2007,Honey,1026496.0
OKLAHOMA,2007,Honey,238769.0
OREGON,2007,Honey,1978000.0
PENNSYLVANIA,2007,Honey,1050000.0
RHODE ISLAND,2007,Honey,17110.0
SOUTH CAROLINA,2007,Honey,234332.0
SOUTH DAKOTA,2007,Honey,13383794.0
TENNESSEE,2007,Honey,455000.0
TEXAS,2007,Honey,8554971.0
UTAH,2007,Honey,1176000.0
VERMONT,2007,Honey,361715.0
VIRGINIA,2007,Honey,276000.0
WASHINGTON,2007,Honey,2024000.0
WEST VIRGINIA,2007,Honey,321184.0
WISCONSIN,2007,Honey,5040000.0
WYOMING,2007,Honey,3440000.0
ALABAMA,2007,Milk,197000000.0
ALASKA,2007,Milk,9000000.0
ARIZONA,2007,Milk,4210000000.0
ARKANSAS,2007,Milk,220000000.0
CALIFORNIA,2007,Milk,40683000000.0
COLORADO,2007,Milk,2706000000.0
CONNECTICUT,2007,Milk,365000000.0
DELAWARE,2007,Milk,113000000.0
FLORIDA,2007,Milk,2104000000.0
GEORGIA,2007,Milk,1399000000.0
HAWAII,2007,Milk,36000000.0
IDAHO,2007,Milk,11549000000.0
ILLINOIS,2007,Milk,1917000000.0
INDIANA,2007,Milk,3371000000.0
IOWA,2007,Milk,4278000000.0
KANSAS,2007,Milk,2187000000.0
KENTUCKY,2007,Milk,1250000000.0
LOUISIANA,2007,Milk,349000000.0
MAINE,2007,Milk,587000000.0
MARYLAND,2007,Milk,1051000000.0
MASSACHUSETTS,2007,Milk,255000000.0
MICHIGAN,2007,Milk,7625000000.0
MINNESOTA,2007,Milk,8656000000.0
MISSISSIPPI,2007,Milk,324000000.0
MISSOURI,2007,Milk,1678000000.0
MONTANA,2007,Milk,333000000.0
NEBRASKA,2007,Milk,1075000000.0
NEVADA,2007,Milk,553000000.0
NEW HAMPSHIRE,2007,Milk,290000000.0
NEW JERSEY,2007,Milk,168000000.0
NEW MEXICO,2007,Milk,7290000000.0
NEW YORK,2007,Milk,12103000000.0
NORTH CAROLINA,2007,Milk,921000000.0
NORTH DAKOTA,2007,Milk,444000000.0
OHIO,2007,Milk,4980000000.0
OKLAHOMA,2007,Milk,1144000000.0
OREGON,2007,Milk,2233000000.0
PENNSYLVANIA,2007,Milk,10682000000.0
RHODE ISLAND,2007,Milk,18000000.0
SOUTH CAROLINA,2007,Milk,322000000.0
SOUTH DAKOTA,2007,Milk,1641000000.0
TENNESSEE,2007,Milk,999000000.0
TEXAS,2007,Milk,7384000000.0
UTAH,2007,Milk,1732000000.0
VERMONT,2007,Milk,2531000000.0
VIRGINIA,2007,Milk,1753000000.0
WASHINGTON,2007,Milk,5531000000.0
WEST VIRGINIA,2007,Milk,195000000.0
WISCONSIN,2007,Milk,24080000000.0
WYOMING,2007,Milk,134000000.0
CALIFORNIA,2007,Yogurt,559921000.0
IOWA,2007,Yogurt,21300000.0
NEW YORK,2007,Yogurt,234740000.0
TENNESSEE,2007,Yogurt,193536000.0
UTAH,2007,Yogurt,140948000.0
WISCONSIN,2007,Yogurt,147282000.0
CALIFORNIA,2008,Cheese,2113236000.0
IDAHO,2008,Cheese,829406000.0
ILLINOIS,2008,Cheese,70606000.0
IOWA,2008,Cheese,167450000.0
MINNESOTA,2008,Cheese,641748000.0
NEW JERSEY,2008,Cheese,30455000.0
NEW MEXICO,2008,Cheese,602890000.0
NEW YORK,2008,Cheese,715923000.0
OHIO,2008,Cheese,182147000.0
PENNSYLVANIA,2008,Cheese,402058000.0
SOUTH DAKOTA,2008,Cheese,230189000.0
UTAH,2008,Cheese,108485000.0
VERMONT,2008,Cheese,149267000.0
WISCONSIN,2008,Cheese,2524125000.0
ALABAMA,2008,Honey,594000.0
ARIZONA,2008,Honey,1600000.0
ARKANSAS,2008,Honey,2100000.0
CALIFORNIA,2008,Honey,18360000.0
COLORADO,2008,Honey,1215000.0
FLORIDA,2008,Honey,11850000.0
GEORGIA,2008,Honey,4615000.0
HAWAII,2008,Honey,900000.0
IDAHO,2008,Honey,3600000.0
ILLINOIS,2008,Honey,448000.0
INDIANA,2008,Honey,469000.0
IOWA,2008,Honey,1488000.0
KANSAS,2008,Honey,610000.0
KENTUCKY,2008,Honey,156000.0
LOUISIANA,2008,Honey,3080000.0
MAINE,2008,Honey,294000.0
MICHIGAN,2008,Honey,5183000.0
MINNESOTA,2008,Honey,9516000.0
MISSISSIPPI,2008,Honey,1372000.0
MISSOURI,2008,Honey,583000.0
MONTANA,2008,Honey,9380000.0
NEBRASKA,2008,Honey,2412000.0
NEVADA,2008,Honey,290000.0
NEW JERSEY,2008,Honey,360000.0
NEW MEXICO,2008,Honey,288000.0
NEW YORK,2008,Honey,3500000.0
NORTH CAROLINA,2008,Honey,624000.0
NORTH DAKOTA,2008,Honey,36000000.0
OHIO,2008,Honey,742000.0
OREGON,2008,Honey,2150000.0
PENNSYLVANIA,2008,Honey,1104000.0
SOUTH DAKOTA,2008,Honey,21375000.0
TENNESSEE,2008,Honey,427000.0
TEXAS,2008,Honey,4928000.0
UTAH,2008,Honey,1344000.0
VERMONT,2008,Honey,330000.0
VIRGINIA,2008,Honey,252000.0
WASHINGTON,2008,Honey,2156000.0
WEST VIRGINIA,2008,Honey,258000.0
WISCONSIN,2008,Honey,4640000.0
WYOMING,2008,Honey,2379000.0
ALABAMA,2008,Milk,184000000.0
ALASKA,2008,Milk,7200000.0
ARIZONA,2008,Milk,4351000000.0
ARKANSAS,2008,Milk,186000000.0
CALIFORNIA,2008,Milk,41203000000.0
COLORADO,2008,Milk,2935000000.0
CONNECTICUT,2008,Milk,364000000.0
DELAWARE,2008,Milk,110000000.0
FLORIDA,2008,Milk,2061000000.0
GEORGIA,2008,Milk,1355000000.0
HAWAII,2008,Milk,18500000.0
IDAHO,2008,Milk,12315000000.0
ILLINOIS,2008,Milk,1862000000.0
INDIANA,2008,Milk,3287000000.0
IOWA,2008,Milk,4236000000.0
KANSAS,2008,Milk,2415000000.0
KENTUCKY,2008,Milk,1210000000.0
LOUISIANA,2008,Milk,319000000.0
MAINE,2008,Milk,603000000.0
MARYLAND,2008,Milk,1029000000.0
MASSACHUSETTS,2008,Milk,254000000.0
MICHIGAN,2008,Milk,7763000000.0
MINNESOTA,2008,Milk,8782000000.0
MISSISSIPPI,2008,Milk,291000000.0
MISSOURI,2008,Milk,1615000000.0
MONTANA,2008,Milk,313000000.0
NEBRASKA,2008,Milk,1083000000.0
NEVADA,2008,Milk,653000000.0
NEW HAMPSHIRE,2008,Milk,299000000.0
NEW JERSEY,2008,Milk,169000000.0
NEW MEXICO,2008,Milk,7865000000.0
NEW YORK,2008,Milk,12432000000.0
NORTH CAROLINA,2008,Milk,892000000.0
NORTH DAKOTA,2008,Milk,418000000.0
OHIO,2008,Milk,5135000000.0
OKLAHOMA,2008,Milk,1061000000.0
OREGON,2008,Milk,2254000000.0
PENNSYLVANIA,2008,Milk,10575000000.0
RHODE ISLAND,2008,Milk,19900000.0
SOUTH CAROLINA,2008,Milk,323000000.0
SOUTH DAKOTA,2008,Milk,1796000000.0
TENNESSEE,2008,Milk,948000000.0
TEXAS,2008,Milk,8416000000.0
UTAH,2008,Milk,1784000000.0
VERMONT,2008,Milk,2576000000.0
VIRGINIA,2008,Milk,1726000000.0
WASHINGTON,2008,Milk,5696000000.0
WEST VIRGINIA,2008,Milk,181000000.0
WISCONSIN,2008,Milk,24472000000.0
WYOMING,2008,Milk,135700000.0
CALIFORNIA,2008,Yogurt,581768000.0
NEW YORK,2008,Yogurt,224988000.0
TENNESSEE,2008,Yogurt,258078000.0
UTAH,2008,Yogurt,208897000.0
WISCONSIN,2008,Yogurt,162847000.0
CALIFORNIA,2009,Cheese,2057375000.0
IDAHO,2009,Cheese,831641000.0
ILLINOIS,2009,Cheese,82508000.0
IOWA,2009,Cheese,219913000.0
MINNESOTA,2009,Cheese,649490000.0
NEW JERSEY,2009,Cheese,32371000.0
NEW MEXICO,2009,Cheese,609283000.0
NEW YORK,2009,Cheese,728364000.0
OHIO,2009,Cheese,199148000.0
PENNSYLVANIA,2009,Cheese,402709000.0
SOUTH DAKOTA,2009,Cheese,231413000.0
UTAH,2009,Cheese,106504000.0
VERMONT,2009,Cheese,125734000.0
WISCONSIN,2009,Cheese,2593766000.0
ALABAMA,2009,Honey,450000.0
ARIZONA,2009,Honey,1040000.0
ARKANSAS,2009,Honey,1368000.0
CALIFORNIA,2009,Honey,11715000.0
COLORADO,2009,Honey,1484000.0
FLORIDA,2009,Honey,11560000.0
GEORGIA,2009,Honey,2665000.0
HAWAII,2009,Honey,950000.0
IDAHO,2009,Honey,4738000.0
ILLINOIS,2009,Honey,272000.0
INDIANA,2009,Honey,288000.0
IOWA,2009,Honey,1092000.0
KANSAS,2009,Honey,567000.0
KENTUCKY,2009,Honey,175000.0
LOUISIANA,2009,Honey,3811000.0
MAINE,2009,Honey,300000.0
MICHIGAN,2009,Honey,3960000.0
MINNESOTA,2009,Honey,7930000.0
MISSISSIPPI,2009,Honey,1456000.0
MISSOURI,2009,Honey,517000.0
MONTANA,2009,Honey,10220000.0
NEBRASKA,2009,Honey,2688000.0
NEW JERSEY,2009,Honey,352000.0
NEW MEXICO,2009,Honey,420000.0
NEW YORK,2009,Honey,2925000.0
NORTH CAROLINA,2009,Honey,495000.0
NORTH DAKOTA,2009,Honey,34650000.0
OHIO,2009,Honey,550000.0
OREGON,2009,Honey,1870000.0
PENNSYLVANIA,2009,Honey,840000.0
SOUTH DAKOTA,2009,Honey,17820000.0
TENNESSEE,2009,Honey,357000.0
TEXAS,2009,Honey,5607000.0
UTAH,2009,Honey,988000.0
VERMONT,2009,Honey,245000.0
VIRGINIA,2009,Honey,234000.0
WASHINGTON,2009,Honey,2728000.0
WEST VIRGINIA,2009,Honey,185000.0
WISCONSIN,2009,Honey,3780000.0
WYOMING,2009,Honey,1776000.0
ALABAMA,2009,Milk,164000000.0
ALASKA,2009,Milk,6000000.0
ARIZONA,2009,Milk,4082000000.0
ARKANSAS,2009,Milk,165000000.0
CALIFORNIA,2009,Milk,39512000000.0
COLORADO,2009,Milk,2837000000.0
CONNECTICUT,2009,Milk,353000000.0
DELAWARE,2009,Milk,102000000.0
FLORIDA,2009,Milk,2080000000.0
GEORGIA,2009,Milk,1400000000.0
HAWAII,2009,Milk,21300000.0
IDAHO,2009,Milk,12150000000.0
ILLINOIS,2009,Milk,1862000000.0
INDIANA,2009,Milk,3383000000.0
IOWA,2009,Milk,4301000000.0
KANSAS,2009,Milk,2488000000.0
KENTUCKY,2009,Milk,1192000000.0
LOUISIANA,2009,Milk,271000000.0
MAINE,2009,Milk,596000000.0
MARYLAND,2009,Milk,1004000000.0
MASSACHUSETTS,2009,Milk,246000000.0
MICHIGAN,2009,Milk,7968000000.0
MINNESOTA,2009,Milk,9019000000.0
MISSISSIPPI,2009,Milk,250000000.0
MISSOURI,2009,Milk,1568000000.0
MONTANA,2009,Milk,299000000.0
NEBRASKA,2009,Milk,1198000000.0
NEVADA,2009,Milk,613000000.0
NEW HAMPSHIRE,2009,Milk,293000000.0
NEW JERSEY,2009,Milk,158000000.0
NEW MEXICO,2009,Milk,7904000000.0
NEW YORK,2009,Milk,12424000000.0
NORTH CAROLINA,2009,Milk,884000000.0
NORTH DAKOTA,2009,Milk,387000000.0
OHIO,2009,Milk,5192000000.0
OKLAHOMA,2009,Milk,1002000000.0
OREGON,2009,Milk,2248000000.0
PENNSYLVANIA,2009,Milk,10551000000.0
RHODE ISLAND,2009,Milk,19600000.0
SOUTH CAROLINA,2009,Milk,325000000.0
SOUTH DAKOTA,2009,Milk,1892000000.0
TENNESSEE,2009,Milk,909000000.0
TEXAS,2009,Milk,8840000000.0
UTAH,2009,Milk,1771000000.0
VERMONT,2009,Milk,2469000000.0
VIRGINIA,2009,Milk,1736000000.0
WASHINGTON,2009,Milk,5561000000.0
WEST VIRGINIA,2009,Milk,162000000.0
WISCONSIN,2009,Milk,25239000000.0
WYOMING,2009,Milk,104700000.0
CALIFORNIA,2009,Yogurt,620171000.0
NEW YORK,2009,Yogurt,251604000.0
TENNESSEE,2009,Yogurt,284295000.0
UTAH,2009,Yogurt,244252000.0
WISCONSIN,2009,Yogurt,173178000.0
CALIFORNIA,2010,Cheese,2197462000.0
IDAHO,2010,Cheese,849568000.0
ILLINOIS,2010,Cheese,78456000.0
IOWA,2010,Cheese,240628000.0
MINNESOTA,2010,Cheese,624358000.0
NEW MEXICO,2010,Cheese,725516000.0
NEW YORK,2010,Cheese,742513000.0
OHIO,2010,Cheese,207740000.0
PENNSYLVANIA,2010,Cheese,418576000.0
SOUTH DAKOTA,2010,Cheese,237441000.0
VERMONT,2010,Cheese,112643000.0
WISCONSIN,2010,Cheese,2616042000.0
ALABAMA,2010,Honey,486000.0
ARIZONA,2010,Honey,1848000.0
ARKANSAS,2010,Honey,1500000.0
CALIFORNIA,2010,Honey,27470000.0
COLORADO,2010,Honey,1904000.0
FLORIDA,2010,Honey,13800000.0
GEORGIA,2010,Honey,2530000.0
HAWAII,2010,Honey,770000.0
IDAHO,2010,Honey,2619000.0
ILLINOIS,2010,Honey,369000.0
INDIANA,2010,Honey,430000.0
IOWA,2010,Honey,1323000.0
KANSAS,2010,Honey,468000.0
KENTUCKY,2010,Honey,335000.0
LOUISIANA,2010,Honey,2880000.0
MAINE,2010,Honey,205000.0
MICHIGAN,2010,Honey,4118000.0
MINNESOTA,2010,Honey,8448000.0
MISSISSIPPI,2010,Honey,1568000.0
MISSOURI,2010,Honey,572000.0
MONTANA,2010,Honey,11618000.0
NEBRASKA,2010,Honey,2255000.0
NEW JERSEY,2010,Honey,455000.0
NEW MEXICO,2010,Honey,462000.0
NEW YORK,2010,Honey,2880000.0
NORTH CAROLINA,2010,Honey,598000.0
NORTH DAKOTA,2010,Honey,46410000.0
OHIO,2010,Honey,1116000.0
OREGON,2010,Honey,2301000.0
PENNSYLVANIA,2010,Honey,1110000.0
SOUTH DAKOTA,2010,Honey,15370000.0
TENNESSEE,2010,Honey,504000.0
TEXAS,2010,Honey,7200000.0
UTAH,2010,Honey,780000.0
VERMONT,2010,Honey,260000.0
VIRGINIA,2010,Honey,185000.0
WASHINGTON,2010,Honey,2627000.0
WEST VIRGINIA,2010,Honey,200000.0
WISCONSIN,2010,Honey,4096000.0
WYOMING,2010,Honey,1224000.0
ALABAMA,2010,Milk,156000000.0
ALASKA,2010,Milk,7100000.0
ARIZONA,2010,Milk,4151000000.0
ARKANSAS,2010,Milk,153000000.0
CALIFORNIA,2010,Milk,40385000000.0
COLORADO,2010,Milk,2816000000.0
CONNECTICUT,2010,Milk,364000000.0
DELAWARE,2010,Milk,90000000.0
FLORIDA,2010,Milk,2133000000.0
GEORGIA,2010,Milk,1395000000.0
HAWAII,2010,Milk,25300000.0
IDAHO,2010,Milk,12773000000.0
ILLINOIS,2010,Milk,1840000000.0
INDIANA,2010,Milk,3416000000.0
IOWA,2010,Milk,4342000000.0
KANSAS,2010,Milk,2497000000.0
KENTUCKY,2010,Milk,1152000000.0
LOUISIANA,2010,Milk,235000000.0
MAINE,2010,Milk,587000000.0
MARYLAND,2010,Milk,1001000000.0
MASSACHUSETTS,2010,Milk,242000000.0
MICHIGAN,2010,Milk,8333000000.0
MINNESOTA,2010,Milk,9102000000.0
MISSISSIPPI,2010,Milk,223000000.0
MISSOURI,2010,Milk,1445000000.0
MONTANA,2010,Milk,289000000.0
NEBRASKA,2010,Milk,1168000000.0
NEVADA,2010,Milk,664000000.0
NEW HAMPSHIRE,2010,Milk,294000000.0
NEW JERSEY,2010,Milk,140000000.0
NEW MEXICO,2010,Milk,7881000000.0
NEW YORK,2010,Milk,12713000000.0
NORTH CAROLINA,2010,Milk,866000000.0
NORTH DAKOTA,2010,Milk,384000000.0
OHIO,2010,Milk,5270000000.0
OKLAHOMA,2010,Milk,959000000.0
OREGON,2010,Milk,2399000000.0
PENNSYLVANIA,2010,Milk,10737000000.0
RHODE ISLAND,2010,Milk,19500000.0
SOUTH CAROLINA,2010,Milk,286000000.0
SOUTH DAKOTA,2010,Milk,1884000000.0
TENNESSEE,2010,Milk,850000000.0
TEXAS,2010,Milk,8828000000.0
UTAH,2010,Milk,1927000000.0
VERMONT,2010,Milk,2521000000.0
VIRGINIA,2010,Milk,1719000000.0
WASHINGTON,2010,Milk,5902000000.0
WEST VIRGINIA,2010,Milk,157000000.0
WISCONSIN,2010,Milk,26035000000.0
WYOMING,2010,Milk,120400000.0
CALIFORNIA,2011,Cheese,2245051000.0
IDAHO,2011,Cheese,842160000.0
ILLINOIS,2011,Cheese,65835000.0
IOWA,2011,Cheese,241293000.0
MINNESOTA,2011,Cheese,603114000.0
NEW MEXICO,2011,Cheese,743683000.0
NEW YORK,2011,Cheese,728939000.0
OHIO,2011,Cheese,201577000.0
PENNSYLVANIA,2011,Cheese,411894000.0
SOUTH DAKOTA,2011,Cheese,271945000.0
VERMONT,2011,Cheese,121996000.0
WISCONSIN,2011,Cheese,2635048000.0
ALABAMA,2011,Honey,450000.0
ARIZONA,2011,Honey,1219000.0
ARKANSAS,2011,Honey,1408000.0
CALIFORNIA,2011,Honey,17760000.0
COLORADO,2011,Honey,1705000.0
FLORIDA,2011,Honey,10980000.0
GEORGIA,2011,Honey,2795000.0
HAWAII,2011,Honey,666000.0
IDAHO,2011,Honey,3132000.0
ILLINOIS,2011,Honey,350000.0
INDIANA,2011,Honey,408000.0
IOWA,2011,Honey,1550000.0
KANSAS,2011,Honey,308000.0
KENTUCKY,2011,Honey,156000.0
LOUISIANA,2011,Honey,2772000.0
MAINE,2011,Honey,120000.0
MICHIGAN,2011,Honey,4736000.0
MINNESOTA,2011,Honey,6360000.0
MISSISSIPPI,2011,Honey,2070000.0
MISSOURI,2011,Honey,344000.0
MONTANA,2011,Honey,13340000.0
NEBRASKA,2011,Honey,2419000.0
NEW JERSEY,2011,Honey,451000.0
NEW MEXICO,2011,Honey,392000.0
NEW YORK,2011,Honey,2744000.0
NORTH CAROLINA,2011,Honey,868000.0
NORTH DAKOTA,2011,Honey,32660000.0
OHIO,2011,Honey,990000.0
OREGON,2011,Honey,2040000.0
PENNSYLVANIA,2011,Honey,1056000.0
SOUTH DAKOTA,2011,Honey,16500000.0
TENNESSEE,2011,Honey,308000.0
TEXAS,2011,Honey,4524000.0
UTAH,2011,Honey,897000.0
VERMONT,2011,Honey,172000.0
VIRGINIA,2011,Honey,160000.0
WASHINGTON,2011,Honey,2698000.0
WEST VIRGINIA,2011,Honey,212000.0
WISCONSIN,2011,Honey,3591000.0
WYOMING,2011,Honey,1890000.0
ALABAMA,2011,Milk,143000000.0
ALASKA,2011,Milk,6900000.0
ARIZONA,2011,Milk,4413000000.0
ARKANSAS,2011,Milk,143000000.0
CALIFORNIA,2011,Milk,41462000000.0
COLORADO,2011,Milk,2999000000.0
CONNECTICUT,2011,Milk,361000000.0
DELAWARE,2011,Milk,91500000.0
FLORIDA,2011,Milk,2269000000.0
GEORGIA,2011,Milk,1450000000.0
HAWAII,2011,Milk,27400000.0
IDAHO,2011,Milk,13251000000.0
ILLINOIS,2011,Milk,1814000000.0
INDIANA,2011,Milk,3553000000.0
IOWA,2011,Milk,4323000000.0
KANSAS,2011,Milk,2585000000.0
KENTUCKY,2011,Milk,1090000000.0
LOUISIANA,2011,Milk,232000000.0
MAINE,2011,Milk,598000000.0
MARYLAND,2011,Milk,970000000.0
MASSACHUSETTS,2011,Milk,220000000.0
MICHIGAN,2011,Milk,8478000000.0
MINNESOTA,2011,Milk,8890000000.0
MISSISSIPPI,2011,Milk,204000000.0
MISSOURI,2011,Milk,1388000000.0
MONTANA,2011,Milk,288000000.0
NEBRASKA,2011,Milk,1173000000.0
NEVADA,2011,Milk,666000000.0
NEW HAMPSHIRE,2011,Milk,286000000.0
NEW JERSEY,2011,Milk,135000000.0
NEW MEXICO,2011,Milk,8177000000.0
NEW YORK,2011,Milk,12838000000.0
NORTH CAROLINA,2011,Milk,904000000.0
NORTH DAKOTA,2011,Milk,345000000.0
OHIO,2011,Milk,5144000000.0
OKLAHOMA,2011,Milk,923000000.0
OREGON,2011,Milk,2479000000.0
PENNSYLVANIA,2011,Milk,10547000000.0
RHODE ISLAND,2011,Milk,19700000.0
SOUTH CAROLINA,2011,Milk,279000000.0
SOUTH DAKOTA,2011,Milk,1873000000.0
TENNESSEE,2011,Milk,810000000.0
TEXAS,2011,Milk,9582000000.0
UTAH,2011,Milk,2061000000.0
VERMONT,2011,Milk,2538000000.0
VIRGINIA,2011,Milk,1719000000.0
WASHINGTON,2011,Milk,6169000000.0
WEST VIRGINIA,2011,Milk,157000000.0
WISCONSIN,2011,Milk,26058000000.0
WYOMING,2011,Milk,123100000.0
CALIFORNIA,2012,Cheese,2246740000.0
IDAHO,2012,Cheese,864496000.0
ILLINOIS,2012,Cheese,69114000.0
IOWA,2012,Cheese,256641000.0
MINNESOTA,2012,Cheese,626594000.0
NEW MEXICO,2012,Cheese,747880000.0
NEW YORK,2012,Cheese,750482000.0
OHIO,2012,Cheese,198908000.0
PENNSYLVANIA,2012,Cheese,405376000.0
SOUTH DAKOTA,2012,Cheese,265298000.0
VERMONT,2012,Cheese,127771000.0
WISCONSIN,2012,Cheese,2789965000.0
ALABAMA,2012,Honey,432000.0
ALASKA,2012,Honey,32623.0
ARIZONA,2012,Honey,1012000.0
ARKANSAS,2012,Honey,1575000.0
CALIFORNIA,2012,Honey,11550000.0
COLORADO,2012,Honey,1200000.0
CONNECTICUT,2012,Honey,155991.0
DELAWARE,2012,Honey,7060.0
FLORIDA,2012,Honey,12352000.0
GEORGIA,2012,Honey,3009000.0
HAWAII,2012,Honey,750000.0
IDAHO,2012,Honey,2944000.0
ILLINOIS,2012,Honey,427000.0
INDIANA,2012,Honey,472000.0
IOWA,2012,Honey,2257000.0
KANSAS,2012,Honey,330000.0
